-2.917284208822335523e-01,-2.005330935950864757e-01,-9.056664206265435668e-02,-5.025805520640028862e-02
9.030301918844629849e-01,2.786794727338610667e-01,8.532530532008278934e-01,2.490975439788827295e-01
-1.194758612766696482e+00,-4.792125663289474868e-01,-9.438196952634821946e-01,-2.993555991852830944e-01
-1.179647396673169785e-01,-8.062834050799148888e-02,-1.756463246525294952e-01,-6.915868926450090270e-02
-6.060826382914579202e-01,1.969130888440528970e-02,-4.520086054126084552e-01,1.748599791437865925e-02
-3.410572463277067486e-03,-2.571894088386803695e-02,-1.198811959351557543e-02,-1.947948905038192347e-02
-3.050350652523624584e-01,-2.461955205102345223e-01,-9.100242076009792958e-02,-6.665614522300150613e-02
1.475850120997282758e-02,-7.298416920372921557e-02,4.859761474431961714e-02,-1.035144734364929486e-01
-4.086351875873642822e-04,-1.990142626285073364e-04,-4.881018497292029701e-05,2.058046615570643213e-05
-3.719758667607614977e-01,-1.880497064869704471e-01,-5.989443252047794708e-01,-1.796937837475297839e-01
2.433194556431512307e-02,2.985433921257421488e-03,4.965313983756906857e-02,-1.668176546096680757e-02
-5.314752838016289019e-04,-3.338693722732245198e-05,-1.565850531564565780e-04,-5.943859134841222294e-05
-2.218510191340798687e-02,-9.251132802078823603e-02,-1.416084446339827274e-01,-1.460111763842804333e-01
-1.062385691823975169e-03,1.928987969528923353e-03,-8.529777755520268415e-03,-7.651444161248937030e-04
1.552940480547855030e-02,1.231235106204775671e-02,5.552459487697358059e-02,1.242226572324893474e-02
2.547585697794424453e-01,1.108410661663965374e-01,5.089726338412599027e-01,1.583432599668287699e-01
-1.520567627381842236e-02,9.564016441354690479e-02,9.159048333200153769e-02,1.639689066540766793e-01
-8.426676209839199534e-04,2.704429499270446209e-05,-8.323223247729029384e-04,7.224283241933602022e-05
-9.296962194471604379e-02,-9.501264380639846963e-02,-1.809005141938398731e-01,-1.268064997157487550e-01
2.779289194086580900e-02,6.673847919656834826e-02,3.746450713082330464e-02,6.196708347691406993e-02
-9.525226876725308156e-03,-7.021600972691579646e-04,1.553094908247628020e-03,3.948085954866611936e-04
2.096383583653328372e-02,-5.606961441126542996e-03,3.191921724425630935e-03,-1.056423136669957597e-03
-6.680634438806455112e-03,4.024085494664294931e-03,-8.358957934110422539e-02,1.006731132831148283e-02
2.418795658282485331e-04,-5.810595016604628665e-06,-5.756618966808198625e-04,-4.650898928368561974e-06
2.053386730984077448e-04,3.814172297920211292e-05,-4.766120524074005322e-04,-3.862899720669366158e-05
