4.036614774992312166e-02,2.387549066142180543e-02,2.929537502162381235e-02,1.380868166424818744e-02
1.245301085137307147e-02,1.717219045127600999e-02,1.496641621270297130e-02,1.869071017323800307e-02
3.584091904890279040e-02,2.758906085156859894e-02,3.275810332883310333e-02,2.464902651193739622e-02
1.668269297238802670e-02,9.486463810789456941e-03,1.887102837579845288e-02,1.072792963415605122e-02
2.393407941450689108e-02,1.048122713487042133e-02,2.477134322763992202e-02,6.827374601510385541e-03
6.750551758627457329e-03,7.480841414493658373e-03,1.055965633299333316e-02,7.990294008589913718e-03
3.339387650309959960e-02,2.249948437026206768e-02,2.126019588046262551e-02,1.299792084212797634e-02
9.437028182139638524e-03,1.265367180304639676e-02,2.563848678187549343e-02,1.642843771692087743e-02
9.682715214788495091e-04,1.946061494554484511e-04,8.946163149047691322e-04,1.168717400880350994e-04
2.160216289579229912e-02,2.160730265996851918e-02,3.645454937047563904e-02,2.026028887304739262e-02
6.824694850301853306e-03,1.225964199551801519e-02,1.071872405831067639e-02,1.723635050034309085e-02
1.318822606216204498e-03,2.296508965253215358e-04,1.149108505015295021e-03,1.135207119308403410e-04
5.927830440315189076e-03,6.987334017377967547e-03,1.137484076629046575e-02,1.045673628696493739e-02
9.120994528658350059e-03,3.835717309489655898e-03,6.310615352606914474e-03,2.082472430495739893e-03
3.940573734082420884e-03,5.097888428081787972e-03,1.173813301555696152e-02,5.809348990733586085e-03
2.121978615768575424e-02,2.243714194779694582e-02,4.038657938166472644e-02,2.510509580586494510e-02
9.612946346810775228e-03,1.145364351204866855e-02,2.232656732992063103e-02,1.499660845282040078e-02
1.344127710541592226e-03,2.442341418383085880e-04,8.845110261106828861e-04,1.225637522525674058e-04
1.265139963912022616e-02,1.955389342249424373e-02,2.677104841141131342e-02,2.413019757320187045e-02
1.180390953937983205e-02,2.342253141528344643e-02,3.027158005839172134e-02,2.581319455910137048e-02
2.333415447821297114e-03,6.380959382675260470e-04,1.778898957172105793e-03,3.363049316010826239e-04
4.459217837477822029e-03,1.993549277458330458e-03,1.554998897087194821e-03,8.541851503453825548e-04
4.565834014338188140e-03,3.423300952801793841e-03,1.050451190315243588e-02,5.121301781794164974e-03
1.051557407158232099e-03,2.275494778805893341e-04,8.363912208479468320e-04,1.411913207556297770e-04
1.109364682603261295e-03,1.898470809472158495e-04,8.151149164669448978e-04,1.317088834831457386e-04
1.797151650711215033e-03,8.835922971299137651e-04,1.454697804848717642e-03,3.864929541875408822e-04
1.087797563343575937e-03,2.114360630584475557e-04,6.723519520080528623e-04,1.200625441571243524e-04
1.159560265283531488e-03,2.049024360053038800e-04,9.910336106461966905e-04,1.218729095025773647e-04
1.440550908327937248e-03,2.615028388751323269e-04,8.969688753935223680e-04,1.257550313559937746e-04
1.364830612989974571e-03,2.712698649944541912e-04,8.560598805683540709e-04,1.016440125366781483e-04
9.315663674863748286e-03,6.850837209685398631e-03,5.821135667187398062e-03,3.491596018939694453e-03
1.405969305732196473e-03,2.373123734379416151e-04,8.927550540670965706e-04,1.159814070001840701e-04
1.245372822959346301e-03,2.775998866910749574e-04,1.317272267956241805e-03,1.374507737845073415e-04
1.682688276135801617e-02,1.493533447301736636e-02,1.613671141997702688e-02,1.187709527298067350e-02
2.057564598645863010e-02,1.840180914531864415e-02,1.621696865368152732e-02,1.769979862737359327e-02
2.344693002604892815e-02,4.589073562266018230e-02,2.545756007897191642e-02,4.447262799818634676e-02
1.143561429697841775e-02,2.549918503182695140e-03,7.588685897334202131e-03,1.022913488446212807e-03
2.506256191617354905e-03,7.177369717298672999e-03,4.564152294213919860e-03,9.264817090960424800e-03
1.817825870991842578e-03,9.884920370547712470e-04,1.818306538654158823e-03,5.224632378051970042e-04
1.368240143348342479e-02,1.262189094253846934e-02,1.869328272824174672e-02,1.321546112867662617e-02
2.071519822542195605e-02,2.480679517990211011e-02,2.233990395214765362e-02,3.094066756422721165e-02
1.896958920274087858e-03,8.541374023271127445e-04,2.022608412955971893e-03,4.131609212287488107e-04
1.064811192734978033e-02,1.148638734591872664e-02,1.551242047585160364e-02,1.698680755497264036e-02
9.665421098569514091e-03,3.892921859328429303e-03,5.367956783819725387e-03,1.794299715310172273e-03
1.951747473404563324e-02,2.843616480455857590e-02,2.376324242917397106e-02,3.330147255979876153e-02
4.416505178441818870e-03,4.301532176945505395e-03,5.311364120683940114e-03,6.876253453116203118e-03
4.406288763681489966e-03,6.766530700740736037e-03,9.326785938847826501e-03,1.069541067870637477e-02
1.899365815623030567e-03,9.454070115893012383e-04,1.738260598834677961e-03,4.793607295440740958e-04
2.569628766051907862e-02,8.071909684934312768e-02,3.961049525521198600e-02,9.018137550191533680e-02
9.719345578520029519e-03,1.744159908727315605e-02,1.927106707694719451e-02,2.387257426677680608e-02
1.896559241514922389e-02,1.063684670722141873e-02,1.363127206130671475e-02,5.995487296318241510e-03
1.502600329580771298e-02,1.418770016605522960e-02,9.168880502151657841e-03,7.227536895181036619e-03
1.026628593305917159e-02,3.995512171701638693e-03,1.438477342401197137e-02,7.149946574223293820e-03
2.887542087890633026e-03,1.205886606804667041e-03,1.480417201746580527e-03,3.875569678109767055e-04
2.112739029811552729e-03,8.923873252210376200e-04,1.143617703335867396e-03,6.019331198778545217e-04
