2.711723189240311527e-02,1.030346441301777105e-02,6.568266626871709368e-01,3.142513078276976124e-02,-1.475736633678258469e-01,4.878149792532981976e-02
1.898961868826098964e-03,9.431921010072841227e-03,-7.793502754973574698e-01,1.154779282640998606e-01,-7.751189217453229308e-01,-1.544410949396314292e-01
2.521827002357710651e-02,8.715434029449799138e-04,1.436176938184528407e+00,-8.405279748133009932e-02,6.275452583774970838e-01,2.032225928649612767e-01
2.410044030913531792e-03,5.972824004492232247e-05,-6.874660147810718325e-01,-1.647466696660881968e-02,4.803083898523538009e-01,6.116734981346594324e-02
3.148152605039523672e-03,1.275444105744689245e-05,-4.292909286146509018e-01,6.867744261380481774e-03,-9.289963264341701346e-04,1.006418478644215353e-04
3.493001347578699248e-03,3.350312811217521364e-04,6.495713710435138122e-01,-1.317359600965861688e-02,-5.099295417779378366e-04,-2.402700993136201821e-04
2.633183932201110886e-03,-1.597184402786234732e-04,6.537932990558950053e-01,-1.626149837885626503e-02,-1.965457555794418165e-01,-5.741409391203682044e-02
2.834770785005989811e-03,1.237932132516923452e-04,-6.805118297141028449e-01,-1.842081040276388748e-02,4.422896782515855496e-01,1.029098415818776729e-01
2.601230395501528177e-03,2.400652900985214306e-04,6.690830811875786432e-01,-2.392440982342081135e-02,-2.717717943853819040e-01,3.090699948691533194e-02
2.753883842836331048e-03,3.068675883914706386e-04,6.158157433321933549e-01,3.084193374281940514e-02,6.691758241111478434e-01,1.638656928086219544e-01
1.213670496819222941e-03,-2.011626249407696889e-04,6.582466061881344643e-01,-1.108728690310467613e-02,-5.933829770669005743e-01,-1.440496479163947408e-01
6.680980792883355534e-04,1.131331260109003659e-04,6.466109314907469985e-01,-1.331716410863625910e-02,1.245232288685350127e-03,-2.519666247174209752e-04
3.462234508392835006e-03,4.105128818766710019e-05,-6.596753210037091808e-01,-9.103042892479762394e-03,9.766558677366113383e-02,4.622804587867869464e-02
-1.126415755832306487e-04,-2.483112906856336938e-05,-7.880871133118506899e-02,-8.482783134348480247e-02,-7.568043057063422729e-01,-1.597977999070756550e-01
-7.665983332762381038e-05,7.504513272259268918e-06,-9.311050609875136386e-02,9.867313820570926264e-03,2.927180807483792217e-03,-1.200194313626926806e-04
8.363957413024019271e-05,-3.669498955088423185e-05,-2.740492362794479456e-02,-3.475490006697184997e-02,3.244345037314270205e-03,-8.726057218677564726e-04
6.130204128259411384e-06,-3.157503093608563468e-06,-2.721040279980945983e-02,-5.333028378154427984e-02,1.564147499937907915e-01,3.422637362698445485e-02
1.213207587891755053e-04,-2.104457836343879995e-05,-5.503885256090538386e-02,-1.207408323907172426e-01,-1.752583423580228797e-02,2.545628288385810845e-02
1.184746608924725072e-04,-2.360885424125104759e-05,-2.798189950227104872e-02,-3.625869742148361136e-02,-6.637503126640753592e-01,-8.853227628896842560e-02
-2.695744493154027190e-04,8.976375872261660205e-06,-9.028842267565191648e-02,-2.407649906789082177e-03,-4.944005676833090890e-02,3.738248022151024336e-02
-1.662075052694165600e-04,-6.237815085544916835e-06,-3.054506978183828964e-02,-2.272957191997097837e-02,1.067534439486694936e-01,5.509124737736043748e-02
-2.522747174409534655e-04,-2.527177330903479407e-05,-3.390188552701398073e-02,-1.079436046592403310e-02,2.116249098271230731e-03,6.933216526142610241e-04
2.003391775318097358e-04,-1.846535653258931018e-05,-7.117735381181290732e-02,-7.979902140019562440e-02,-2.547651242713980246e-02,-2.112441609051294699e-03
